源文件名,中文字符串,Chinese string
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,测量时间,measure time
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,品种名,Variety name
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,机台号,Machine number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,操作员工号,Operator Number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,卷筒,reel
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,浆料号1,Slurry No. 1
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,浆料号2,Slurry No. 2
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,浆料号3,Slurry No. 3
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,AT9浆料号,AT9 slurry number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,铜/铝箔批次,Copper/Aluminum Foil Batches
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,基材重量,Substrate weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,目标重量,Target weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,规格上限,Upper specification limit
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,规格下限,Lower specification limit
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,极片单EA长度(米),Length of pole piece single EA (m)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,本行数据对应的EA,EA corresponding to this bank's data
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,重量ID,Weight ID
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,扫描趟数,Scanning times
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,扫描方向,Scan direction
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,扫描速度(m/s),Scanning speed (m/s)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,扫描量程(mm),Scanning range(mm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,环境温度(℃),Ambient temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,环境湿度(%),environment humidity(%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,是否同步扫描,Whether to scan synchronously
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,均重,Average weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,左均重,Left weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,右均重,Right weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,左右均重差,Left and right weight difference
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,涂布时间,Coating time
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,设定涂布速度(mm/min),Set coating speed (mm/min)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,实时涂布速度(mm/min),Real-time coating speed (mm/min)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,计米(m),Meter (m)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,7卷筒,7 reels
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,8浆料号1,8 Slurry No. 1
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportForCsv.cs,9浆料号2,9 Slurry No. 2
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService.cs,连接到远端PLC失败，错误码与描述为{result.ToMessageShowString()},"Failed to connect to the remote PLC, the error code and description are {result.ToMessageShowString()}"
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService.cs,多道边界位置为空，请先寻边！,"Multiple boundary positions are empty, please find the edge first!"
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService.cs,成功连接到涂布机并保持长连接。,Successfully connected to the coater and maintained a long connection.
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService.cs,已采集够所需的涂布机数据({_cachedData.Count} 组)，涂布机数据已可通过报表输出。,The required coating machine data ({_cachedData.Count} group) has been collected and can be output through reports.
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService.cs,第 {i + 1} 次尝试从涂布机读取数据失败，失败原因：{message}。,The {i + 1}th attempt to read data from the coater failed with reason: {message}.
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService.cs,已耗尽尝试次数，仍未从涂布机读取到数据。,The number of attempts has been exhausted without reading data from the applicator.
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService.cs,与涂布机数据交互失败,Failed to interact with coating machine data
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面,Side B
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面,Side A
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,原始数据,Raw data
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,净重数据,Net weight data
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,B面,Side B
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面,Side A
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,原始数据,Raw data
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,净重数据,Net weight data
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜卷号,Film roll number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,测量时间,measure time
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,品种名,Variety name
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,机台号,Machine number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,操作员工号,Operator Number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,卷筒,reel
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,浆料号1,Slurry No. 1
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,浆料号2,Slurry No. 2
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,浆料号3,Slurry No. 3
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,AT9浆料号,AT9 slurry number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,铜/铝箔批次,Copper/Aluminum Foil Batches
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,基材重量,Substrate weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,目标重量,Target weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,规格上限,Upper specification limit
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,规格下限,Lower specification limit
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,极片单EA长度(米),Length of pole piece single EA (m)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,卷筒,reel
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,本行数据对应的EA,EA corresponding to this bank's data
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,重量ID,Weight ID
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,扫描趟数,Scanning times
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,扫描方向,Scan direction
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,扫描速度(m/s),Scanning speed (m/s)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,扫描量程(mm),Scanning range(mm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,环境温度(℃),Ambient temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,环境湿度(%),environment humidity(%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,是否同步扫描,Whether to scan synchronously
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,均重,Average weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,左均重,Left weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,右均重,Right weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,左右均重差,Left and right weight difference
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,膜卷号,Film roll number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,测量时间,measure time
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,品种名,Variety name
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,机台号,Machine number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,操作员工号,Operator Number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,卷筒,reel
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,浆料号1,Slurry No. 1
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,浆料号2,Slurry No. 2
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,浆料号3,Slurry No. 3
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,AT9浆料号,AT9 slurry number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,铜/铝箔批次,Copper/Aluminum Foil Batches
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,基材重量,Substrate weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,目标重量,Target weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,规格上限,Upper specification limit
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,规格下限,Lower specification limit
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,样本AD,Sample AD
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,温修AD,Wen Xiu AD
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,k值,k value
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,b值,b-value
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,箔材样本AD,Foil Sample AD
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,箔材温修AD,Foil Warm Repair AD
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,箔材k值,Foil K value
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,箔材b值,Foil b value
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,预留4,Reserve 4
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,预留5,Reserve 5
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,极片单EA长度(米),Length of pole piece single EA (m)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,本行数据对应的EA,EA corresponding to this bank's data
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,重量ID,Weight ID
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,扫描趟数,Scanning times
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,扫描方向,Scan direction
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,扫描速度(m/s),Scanning speed (m/s)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,扫描量程(mm),Scanning range(mm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,环境温度(℃),Ambient temperature (℃)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,环境湿度(%),environment humidity(%)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,是否同步扫描,Whether to scan synchronously
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,均重,Average weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,左均重,Left weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,右均重,Right weight
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,左右均重差,Left and right weight difference
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,涂布时间,Coating time
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,设定涂布速度(mm/min),Set coating speed (mm/min)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,实时涂布速度(mm/min),Real-time coating speed (mm/min)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,计米(m),Meter (m)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面是否涂布,Is the A side coated?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面设定泵速(rpm),A side set pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面实际泵速(rpm),Actual pump speed on side A (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面泵口压力(kpa),A surface pump port pressure (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面腔体压力(kpa),surface cavity pressure (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面回流压力(kpa),A surface return pressure (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面泵速闭环是否开启,Is the pump speed closed loop on side A open?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面泵速调节量(rpm),A surface pump speed adjustment (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面刀位闭环是否开启,Is the closed loop of tool position on side A turned on?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面刀位调节量(μm),A surface tool position adjustment amount (μm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面自动调节系数,A side automatic adjustment coefficient
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面闭环理论泵速(rpm),A side closed loop theoretical pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9A设定泵速(rpm),A side AT9A set pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9A实时泵速(rpm),A side AT9A real-time pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9A压力(kpa),A surface AT9A pressure (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9B设定泵速(rpm),A side AT9B set pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9B实时泵速(rpm),A side AT9B real-time pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9B压力(kpa),A surface AT9B pressure (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9C设定泵速(rpm),A side AT9C set pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9C实时泵速(rpm),A side AT9C real-time pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9C压力(kpa),A surface AT9C pressure (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9D设定泵速(rpm),A side AT9D set pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9D实时泵速(rpm),A side AT9D real-time pump speed (rpm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面AT9D压力(kpa),A surface AT9D pressure (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面滤芯编号,A side filter number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面滤芯更换时间,A side filter replacement time
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面闭环理论左间隙(μm),A surface closed loop theoretical left gap (μm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面设定左间隙(μm),A side set left gap (μm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面实时左间隙(μm),Real-time left gap of A surface (μm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面闭环理论右间隙(μm),A surface closed loop theoretical right clearance (μm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面设定右间隙(μm),A surface set right gap (μm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面实时右间隙(μm),Real-time right clearance of surface A (μm)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面间隙闭环是否开启,Is the A surface gap closed loop open?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面涂布张力(N/m),A side coating tension (N/m)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面Die头编号,Die number on side A
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面垫片编号,A side gasket number
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面纠偏频次,A side correction frequency
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面调节量,A side adjustment
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面纠偏量,side correction amount
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面闭环是否开启,Is the closed loop on side A turned on?
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,A面二级滤芯前压力(kpa),Pressure before secondary filter element on side A (kpa)
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,样本AD,Sample AD
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,温修AD,Wen Xiu AD
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,k值,k value
\KFCK.ThicknessMeterMWS.Modules\KFCK.ThicknessMeterMWS.CatlZ1Module\Services\CustomizedReportService1.cs,b值,b-value
